user_id,occurred_at,experiment,experiment_group,location,device,user_type
12761.0,2014-06-06 12:21:25,publisher_update,test_group,Taiwan,nexus 5,1.0
1839.0,2014-06-30 09:31:35,publisher_update,control_group,France,samsung galaxy s4,3.0
11036.0,2014-06-07 06:38:04,publisher_update,control_group,United States,iphone 5,2.0
11040.0,2014-06-18 09:31:10,publisher_update,test_group,Japan,iphone 5s,2.0
11044.0,2014-06-04 09:31:15,publisher_update,control_group,United States,htc one,3.0
2853.0,2014-06-03 09:31:33,publisher_update,control_group,Austria,dell inspiron desktop,1.0
2854.0,2014-06-03 09:31:42,publisher_update,control_group,Italy,lenovo thinkpad,3.0
2859.0,2014-06-03 09:31:15,publisher_update,control_group,Singapore,nexus 7,3.0
2860.0,2014-06-03 09:31:20,publisher_update,control_group,Mexico,lenovo thinkpad,3.0
11059.0,2014-06-25 09:31:28,publisher_update,control_group,Argentina,macbook pro,3.0
11061.0,2014-06-04 10:10:49,publisher_update,control_group,France,dell inspiron desktop,1.0
11063.0,2014-06-03 18:19:42,publisher_update,control_group,Italy,macbook air,3.0
2872.0,2014-06-06 18:37:15,publisher_update,test_group,United States,lenovo thinkpad,3.0
11077.0,2014-06-05 09:31:41,publisher_update,test_group,United States,dell inspiron desktop,3.0
11090.0,2014-06-12 09:31:30,publisher_update,control_group,Austria,lenovo thinkpad,2.0
11093.0,2014-06-04 12:08:20,publisher_update,test_group,United Kingdom,macbook pro,1.0
2902.0,2014-06-02 19:40:45,publisher_update,control_group,Greece,macbook pro,1.0
12772.0,2014-06-02 10:28:43,publisher_update,test_group,Italy,acer aspire notebook,3.0
2918.0,2014-06-05 09:31:50,publisher_update,test_group,Canada,macbook pro,3.0
11115.0,2014-06-26 09:31:31,publisher_update,control_group,Germany,ipad mini,1.0
2925.0,2014-06-06 09:31:31,publisher_update,test_group,Russia,lenovo thinkpad,3.0
11118.0,2014-06-06 13:02:32,publisher_update,control_group,Italy,acer aspire desktop,1.0
12776.0,2014-06-01 11:00:10,publisher_update,control_group,Korea,lenovo thinkpad,3.0
2931.0,2014-06-09 09:26:50,publisher_update,control_group,Brazil,iphone 5,2.0
2935.0,2014-06-20 09:31:14,publisher_update,test_group,Canada,lenovo thinkpad,1.0
2936.0,2014-06-13 09:31:28,publisher_update,control_group,United Kingdom,iphone 5,3.0
2938.0,2014-06-20 09:31:19,publisher_update,control_group,Germany,iphone 4s,3.0
2940.0,2014-06-04 11:04:43,publisher_update,test_group,United States,macbook pro,1.0
2943.0,2014-06-09 09:31:24,publisher_update,control_group,Austria,lenovo thinkpad,2.0
2954.0,2014-06-02 09:31:34,publisher_update,control_group,United States,macbook pro,2.0
2955.0,2014-06-09 09:31:19,publisher_update,control_group,Russia,macbook pro,1.0
12879.0,2014-06-04 14:48:26,publisher_update,control_group,Japan,nexus 5,3.0
2959.0,2014-06-23 09:31:37,publisher_update,control_group,Malaysia,acer aspire desktop,1.0
2960.0,2014-06-16 09:31:26,publisher_update,control_group,Denmark,acer aspire notebook,2.0
2966.0,2014-06-09 09:31:29,publisher_update,test_group,Thailand,ipad mini,1.0
11159.0,2014-06-03 19:39:14,publisher_update,control_group,United States,iphone 5s,2.0
2968.0,2014-06-04 17:44:04,publisher_update,control_group,Canada,nexus 10,1.0
11166.0,2014-06-27 09:31:24,publisher_update,control_group,Indonesia,acer aspire desktop,3.0
11167.0,2014-06-06 09:31:44,publisher_update,test_group,France,lenovo thinkpad,3.0
11170.0,2014-06-02 23:30:08,publisher_update,control_group,Spain,dell inspiron notebook,2.0
11171.0,2014-06-20 09:31:30,publisher_update,test_group,United States,asus chromebook,3.0
2982.0,2014-06-03 09:31:21,publisher_update,control_group,United States,asus chromebook,3.0
2984.0,2014-06-17 09:31:41,publisher_update,test_group,Japan,iphone 5s,2.0
11181.0,2014-06-13 09:31:34,publisher_update,control_group,United States,nexus 5,3.0
2990.0,2014-06-24 09:31:06,publisher_update,control_group,United States,iphone 4s,1.0
2995.0,2014-06-03 09:31:22,publisher_update,test_group,South Africa,asus chromebook,2.0
11192.0,2014-06-23 09:31:28,publisher_update,test_group,France,iphone 4s,3.0
12788.0,2014-06-03 15:43:59,publisher_update,control_group,United States,macbook pro,1.0
11195.0,2014-06-16 09:31:32,publisher_update,control_group,Italy,hp pavilion desktop,3.0
11202.0,2014-06-09 09:31:17,publisher_update,test_group,United States,dell inspiron notebook,3.0
3015.0,2014-06-11 09:31:19,publisher_update,control_group,United Kingdom,macbook pro,3.0
11213.0,2014-06-02 11:36:32,publisher_update,test_group,Australia,macbook pro,1.0
3028.0,2014-06-06 08:34:44,publisher_update,control_group,Malaysia,iphone 5s,3.0
3029.0,2014-06-04 09:31:30,publisher_update,test_group,United States,macbook pro,2.0
3031.0,2014-06-04 09:31:13,publisher_update,test_group,Turkey,samsung galaxy s4,2.0
3032.0,2014-06-12 09:31:19,publisher_update,test_group,Russia,macbook pro,1.0
11231.0,2014-06-03 15:59:00,publisher_update,control_group,United States,iphone 5,1.0
11239.0,2014-06-03 11:02:19,publisher_update,control_group,United Kingdom,ipad air,1.0
3051.0,2014-06-12 09:31:28,publisher_update,control_group,United States,iphone 4s,2.0
11246.0,2014-06-02 09:31:15,publisher_update,test_group,United States,nexus 7,1.0
3058.0,2014-06-05 16:50:09,publisher_update,control_group,India,samsung galaxy s4,2.0
11251.0,2014-06-05 12:04:58,publisher_update,test_group,Mexico,macbook air,2.0
11256.0,2014-06-02 11:03:30,publisher_update,test_group,Argentina,samsung galaxy s4,3.0
3065.0,2014-06-27 09:31:22,publisher_update,control_group,France,dell inspiron desktop,3.0
11261.0,2014-06-03 19:43:08,publisher_update,test_group,Brazil,iphone 5,1.0
11262.0,2014-06-03 19:27:36,publisher_update,control_group,Switzerland,lenovo thinkpad,3.0
11272.0,2014-06-02 09:31:07,publisher_update,test_group,United States,macbook air,2.0
3081.0,2014-06-13 09:31:38,publisher_update,test_group,Korea,iphone 5,1.0
3084.0,2014-06-09 09:31:15,publisher_update,test_group,France,macbook air,2.0
3090.0,2014-06-16 09:31:16,publisher_update,test_group,Japan,htc one,3.0
11284.0,2014-06-02 18:35:34,publisher_update,test_group,United States,macbook air,1.0
3100.0,2014-06-23 09:31:29,publisher_update,test_group,Korea,acer aspire desktop,1.0
3102.0,2014-06-02 09:31:40,publisher_update,test_group,Indonesia,iphone 5s,1.0
11310.0,2014-06-10 09:31:22,publisher_update,control_group,Canada,nexus 5,2.0
3119.0,2014-06-03 09:31:21,publisher_update,control_group,United States,lenovo thinkpad,3.0
3121.0,2014-06-02 08:33:05,publisher_update,test_group,United States,macbook air,1.0
11319.0,2014-06-17 09:31:52,publisher_update,control_group,United States,macbook pro,2.0
11323.0,2014-06-10 09:31:12,publisher_update,control_group,Germany,iphone 5s,2.0
11330.0,2014-06-10 09:31:22,publisher_update,control_group,Brazil,dell inspiron notebook,2.0
11337.0,2014-06-24 09:31:39,publisher_update,control_group,Taiwan,iphone 5,1.0
11343.0,2014-06-03 09:31:25,publisher_update,control_group,Colombia,htc one,3.0
3159.0,2014-06-18 09:31:22,publisher_update,control_group,Saudi Arabia,macbook pro,2.0
11352.0,2014-06-11 09:31:21,publisher_update,test_group,United States,iphone 5,2.0
11353.0,2014-06-04 11:54:22,publisher_update,test_group,United States,macbook air,3.0
3163.0,2014-06-11 09:31:41,publisher_update,control_group,Finland,dell inspiron notebook,1.0
3170.0,2014-06-05 09:31:31,publisher_update,test_group,France,macbook pro,1.0
3176.0,2014-06-05 10:14:06,publisher_update,test_group,United States,macbook pro,1.0
11376.0,2014-06-18 09:31:26,publisher_update,test_group,India,macbook pro,3.0
3200.0,2014-06-13 09:31:37,publisher_update,control_group,United Arab Emirates,macbook pro,2.0
3207.0,2014-06-27 09:31:27,publisher_update,test_group,Japan,windows surface,1.0
3208.0,2014-06-20 09:31:37,publisher_update,test_group,United States,acer aspire notebook,3.0
11401.0,2014-06-25 09:31:44,publisher_update,test_group,Italy,acer aspire desktop,1.0
11402.0,2014-06-04 09:31:34,publisher_update,test_group,United States,nokia lumia 635,3.0
3213.0,2014-06-16 09:31:19,publisher_update,control_group,France,kindle fire,3.0
11414.0,2014-06-25 09:31:37,publisher_update,test_group,United States,dell inspiron notebook,1.0
11416.0,2014-06-25 09:31:56,publisher_update,control_group,United States,iphone 5s,2.0
3226.0,2014-06-07 17:56:23,publisher_update,control_group,Russia,macbook air,1.0
3227.0,2014-06-09 09:31:10,publisher_update,control_group,Italy,mac mini,3.0
3231.0,2014-06-30 09:31:24,publisher_update,test_group,United States,macbook pro,3.0
3238.0,2014-06-23 09:31:31,publisher_update,control_group,United States,iphone 5,3.0
3240.0,2014-06-23 09:31:37,publisher_update,test_group,Russia,hp pavilion desktop,3.0
3243.0,2014-06-16 09:31:36,publisher_update,test_group,United States,samsung galaxy note,3.0
3245.0,2014-06-04 17:13:48,publisher_update,test_group,Ireland,nexus 7,1.0
3250.0,2014-06-16 09:31:21,publisher_update,control_group,Germany,lenovo thinkpad,2.0
3251.0,2014-06-16 09:31:33,publisher_update,control_group,United States,lenovo thinkpad,2.0
3255.0,2014-06-24 09:31:30,publisher_update,control_group,Belgium,macbook pro,1.0
11450.0,2014-06-03 12:15:11,publisher_update,control_group,India,nexus 7,3.0
13202.0,2014-06-01 08:08:31,publisher_update,control_group,United States,iphone 4s,3.0
3264.0,2014-06-10 09:31:28,publisher_update,control_group,Switzerland,dell inspiron notebook,2.0
3269.0,2014-06-04 15:03:07,publisher_update,test_group,South Africa,mac mini,1.0
3271.0,2014-06-10 09:31:49,publisher_update,control_group,France,hp pavilion desktop,2.0
3274.0,2014-06-17 09:31:17,publisher_update,control_group,Venezuela,asus chromebook,1.0
11487.0,2014-06-03 07:16:51,publisher_update,test_group,Mexico,lenovo thinkpad,3.0
11490.0,2014-06-02 11:05:02,publisher_update,test_group,Argentina,acer aspire desktop,1.0
3301.0,2014-06-18 09:31:50,publisher_update,test_group,Japan,iphone 4s,3.0
3306.0,2014-06-19 09:31:46,publisher_update,control_group,United States,nexus 5,2.0
11504.0,2014-06-13 19:42:17,publisher_update,control_group,Japan,macbook pro,3.0
3316.0,2014-06-19 09:31:30,publisher_update,test_group,Indonesia,lenovo thinkpad,3.0
3318.0,2014-06-13 11:48:51,publisher_update,test_group,Brazil,nokia lumia 635,3.0
11515.0,2014-06-06 09:31:12,publisher_update,control_group,Japan,dell inspiron desktop,3.0
3325.0,2014-06-19 09:31:47,publisher_update,test_group,Germany,iphone 4s,1.0
11523.0,2014-06-20 09:31:43,publisher_update,control_group,Chile,macbook air,2.0
3334.0,2014-06-13 09:31:19,publisher_update,control_group,United States,ipad air,1.0
11536.0,2014-06-09 14:31:16,publisher_update,control_group,Taiwan,macbook air,2.0
3353.0,2014-06-06 16:38:26,publisher_update,test_group,Mexico,iphone 5,2.0
11554.0,2014-06-30 09:31:35,publisher_update,control_group,Canada,acer aspire notebook,3.0
11555.0,2014-06-07 15:38:28,publisher_update,control_group,Germany,dell inspiron notebook,1.0
3369.0,2014-06-02 09:31:30,publisher_update,test_group,United States,samsung galaxy s4,3.0
11563.0,2014-06-09 09:31:15,publisher_update,control_group,Poland,acer aspire notebook,2.0
11581.0,2014-06-09 09:31:18,publisher_update,control_group,United States,dell inspiron notebook,3.0
3390.0,2014-06-03 12:37:35,publisher_update,test_group,Poland,hp pavilion desktop,1.0
3391.0,2014-06-16 09:31:38,publisher_update,test_group,Korea,nokia lumia 635,2.0
11592.0,2014-06-02 08:39:36,publisher_update,test_group,Germany,lenovo thinkpad,2.0
11597.0,2014-06-02 19:26:40,publisher_update,control_group,India,dell inspiron notebook,1.0
11606.0,2014-06-23 09:31:10,publisher_update,control_group,United States,lenovo thinkpad,2.0
11607.0,2014-06-07 16:58:59,publisher_update,control_group,Korea,iphone 5,1.0
11611.0,2014-06-09 09:31:20,publisher_update,test_group,Malaysia,iphone 5,1.0
3420.0,2014-06-17 09:31:41,publisher_update,control_group,India,nexus 10,3.0
3423.0,2014-06-03 09:31:31,publisher_update,control_group,Belgium,iphone 5,3.0
3424.0,2014-06-03 09:31:23,publisher_update,control_group,Sweden,nexus 7,3.0
11617.0,2014-06-23 09:31:25,publisher_update,test_group,Portugal,iphone 5s,1.0
11621.0,2014-06-16 09:31:34,publisher_update,test_group,United States,nokia lumia 635,1.0
11625.0,2014-06-02 09:04:22,publisher_update,test_group,United Kingdom,ipad mini,1.0
11630.0,2014-06-06 12:24:13,publisher_update,test_group,United Kingdom,lenovo thinkpad,1.0
3440.0,2014-06-25 09:31:23,publisher_update,test_group,Germany,macbook pro,2.0
3446.0,2014-06-25 09:31:42,publisher_update,control_group,United States,dell inspiron notebook,1.0
11640.0,2014-06-07 10:38:48,publisher_update,test_group,Korea,nexus 5,3.0
11645.0,2014-06-04 18:10:08,publisher_update,test_group,United States,lenovo thinkpad,2.0
3454.0,2014-06-18 09:31:39,publisher_update,control_group,United States,samsung galaxy s4,3.0
3460.0,2014-06-19 09:31:29,publisher_update,control_group,India,amazon fire phone,3.0
3462.0,2014-06-26 09:31:31,publisher_update,control_group,Netherlands,dell inspiron notebook,3.0
11655.0,2014-06-02 17:59:14,publisher_update,control_group,Brazil,macbook pro,1.0
11657.0,2014-06-17 09:31:14,publisher_update,control_group,United Kingdom,amazon fire phone,1.0
3468.0,2014-06-05 09:31:12,publisher_update,test_group,Finland,acer aspire notebook,1.0
3470.0,2014-06-05 09:31:43,publisher_update,control_group,United States,dell inspiron notebook,3.0
11666.0,2014-06-03 09:31:29,publisher_update,control_group,Ireland,lenovo thinkpad,2.0
12867.0,2014-06-19 09:31:20,publisher_update,test_group,Germany,mac mini,2.0
11675.0,2014-06-03 11:44:10,publisher_update,test_group,France,macbook air,3.0
3484.0,2014-06-03 10:39:30,publisher_update,control_group,Brazil,dell inspiron notebook,1.0
3486.0,2014-06-05 19:56:07,publisher_update,control_group,Russia,macbook pro,2.0
3490.0,2014-06-03 15:05:55,publisher_update,control_group,Sweden,macbook pro,3.0
11684.0,2014-06-03 08:00:41,publisher_update,test_group,Japan,ipad air,1.0
11687.0,2014-06-03 09:31:36,publisher_update,test_group,United States,dell inspiron notebook,1.0
11699.0,2014-06-17 09:31:38,publisher_update,control_group,United States,asus chromebook,3.0
11700.0,2014-06-10 09:31:30,publisher_update,test_group,France,samsung galaxy s4,3.0
11703.0,2014-06-10 09:31:10,publisher_update,control_group,Japan,macbook pro,3.0
3521.0,2014-06-16 09:31:29,publisher_update,test_group,United States,macbook pro,1.0
1954.0,2014-06-23 09:31:27,publisher_update,control_group,United States,iphone 5s,3.0
3536.0,2014-06-04 13:42:57,publisher_update,control_group,France,dell inspiron notebook,1.0
3541.0,2014-06-16 09:31:34,publisher_update,control_group,United States,hp pavilion desktop,1.0
3545.0,2014-06-02 09:31:45,publisher_update,control_group,United States,macbook air,3.0
3547.0,2014-06-02 09:31:28,publisher_update,test_group,United States,macbook air,2.0
3555.0,2014-06-02 17:27:25,publisher_update,test_group,United States,macbook pro,1.0
3558.0,2014-06-17 09:31:23,publisher_update,test_group,United States,nexus 5,1.0
11756.0,2014-06-18 09:31:11,publisher_update,test_group,United Kingdom,ipad air,1.0
3565.0,2014-06-03 09:31:21,publisher_update,test_group,Saudi Arabia,macbook pro,1.0
3575.0,2014-06-03 09:31:22,publisher_update,control_group,India,lenovo thinkpad,2.0
3582.0,2014-06-04 09:31:33,publisher_update,control_group,Germany,macbook pro,1.0
3584.0,2014-06-01 06:26:50,publisher_update,control_group,United States,ipad air,1.0
11778.0,2014-06-09 07:06:11,publisher_update,control_group,Indonesia,macbook pro,3.0
3590.0,2014-06-04 09:31:26,publisher_update,test_group,Mexico,nexus 5,1.0
11793.0,2014-06-04 19:42:14,publisher_update,control_group,United States,mac mini,1.0
3605.0,2014-06-18 09:31:31,publisher_update,control_group,Denmark,macbook pro,3.0
11798.0,2014-06-05 08:53:33,publisher_update,test_group,United States,samsung galaxy s4,3.0
11799.0,2014-06-26 09:31:21,publisher_update,control_group,Germany,samsung galaxy note,2.0
3620.0,2014-06-19 09:31:27,publisher_update,test_group,Spain,lenovo thinkpad,2.0
11813.0,2014-06-02 16:06:32,publisher_update,control_group,Saudi Arabia,nexus 7,3.0
11816.0,2014-06-19 09:31:31,publisher_update,test_group,Sweden,lenovo thinkpad,3.0
3626.0,2014-06-03 08:41:23,publisher_update,test_group,Korea,asus chromebook,1.0
3627.0,2014-06-19 09:31:43,publisher_update,control_group,France,iphone 5,3.0
11820.0,2014-06-05 05:14:38,publisher_update,control_group,United States,asus chromebook,2.0
11824.0,2014-06-07 11:56:15,publisher_update,test_group,Poland,lenovo thinkpad,1.0
3633.0,2014-06-05 14:31:52,publisher_update,test_group,Russia,iphone 5,1.0
3636.0,2014-06-13 09:31:26,publisher_update,control_group,Norway,lenovo thinkpad,3.0
11832.0,2014-06-05 09:31:27,publisher_update,test_group,Japan,macbook pro,2.0
11833.0,2014-06-01 08:32:20,publisher_update,control_group,United Kingdom,nexus 5,1.0
11841.0,2014-06-02 12:59:59,publisher_update,test_group,United Kingdom,acer aspire desktop,1.0
11842.0,2014-06-06 09:31:03,publisher_update,control_group,Germany,macbook pro,2.0
11844.0,2014-06-06 09:31:23,publisher_update,test_group,Mexico,lenovo thinkpad,3.0
3657.0,2014-06-13 09:31:23,publisher_update,control_group,United States,macbook pro,3.0
3658.0,2014-06-27 09:31:33,publisher_update,test_group,France,lenovo thinkpad,1.0
3660.0,2014-06-27 09:31:50,publisher_update,test_group,United States,lenovo thinkpad,2.0
11858.0,2014-06-06 09:31:18,publisher_update,control_group,United States,dell inspiron desktop,1.0
11863.0,2014-06-06 09:31:50,publisher_update,control_group,Brazil,iphone 5,3.0
11865.0,2014-06-20 09:31:51,publisher_update,test_group,Japan,macbook pro,2.0
3675.0,2014-06-02 09:31:37,publisher_update,control_group,United States,nexus 5,3.0
11877.0,2014-06-27 09:31:38,publisher_update,test_group,Portugal,ipad mini,1.0
12903.0,2014-06-02 11:54:44,publisher_update,control_group,Argentina,nexus 10,1.0
11893.0,2014-06-06 09:31:12,publisher_update,control_group,United States,acer aspire notebook,3.0
3708.0,2014-06-06 11:12:21,publisher_update,test_group,Japan,iphone 5,3.0
11901.0,2014-06-03 15:12:16,publisher_update,test_group,Saudi Arabia,samsung galaxy s4,2.0
11906.0,2014-06-02 09:31:08,publisher_update,test_group,Japan,lenovo thinkpad,1.0
11909.0,2014-06-07 14:57:37,publisher_update,control_group,Italy,lenovo thinkpad,1.0
3720.0,2014-06-03 09:31:35,publisher_update,test_group,United States,lenovo thinkpad,1.0
11919.0,2014-06-30 09:31:43,publisher_update,control_group,Canada,acer aspire notebook,3.0
11926.0,2014-06-02 14:03:30,publisher_update,test_group,Saudi Arabia,lenovo thinkpad,1.0
3737.0,2014-06-04 09:31:35,publisher_update,control_group,United States,samsung galaxy s4,2.0
11931.0,2014-06-02 09:31:38,publisher_update,control_group,Venezuela,samsung galaxy s4,3.0
11933.0,2014-06-02 15:41:32,publisher_update,test_group,United Arab Emirates,samsung galaxy s4,3.0
3744.0,2014-06-11 09:31:26,publisher_update,test_group,Malaysia,macbook air,3.0
11940.0,2014-06-16 09:31:42,publisher_update,control_group,Hong Kong,lenovo thinkpad,3.0
11942.0,2014-06-03 15:00:37,publisher_update,control_group,France,macbook pro,1.0
3754.0,2014-06-04 09:31:23,publisher_update,control_group,United States,iphone 5,3.0
11949.0,2014-06-02 09:31:39,publisher_update,control_group,Canada,ipad mini,1.0
11955.0,2014-06-06 16:46:07,publisher_update,test_group,Australia,hp pavilion desktop,2.0
3768.0,2014-06-12 09:31:40,publisher_update,control_group,Portugal,samsung galaxy note,3.0
3774.0,2014-06-02 08:52:05,publisher_update,control_group,Egypt,iphone 5s,1.0
11972.0,2014-06-02 16:17:15,publisher_update,test_group,Germany,macbook pro,3.0
3787.0,2014-06-26 09:31:25,publisher_update,test_group,United States,samsung galaxy s4,3.0
11984.0,2014-06-06 08:21:23,publisher_update,test_group,Saudi Arabia,macbook air,2.0
11986.0,2014-06-23 09:31:16,publisher_update,control_group,United Arab Emirates,macbook air,1.0
11990.0,2014-06-23 09:31:26,publisher_update,control_group,France,nexus 5,3.0
11992.0,2014-06-03 08:37:47,publisher_update,control_group,Pakistan,samsung galaxy s4,1.0
11998.0,2014-06-07 08:20:24,publisher_update,control_group,Germany,nexus 10,3.0
12001.0,2014-06-05 12:44:58,publisher_update,test_group,Japan,macbook pro,1.0
3811.0,2014-06-04 11:04:18,publisher_update,control_group,United States,macbook air,1.0
12005.0,2014-06-09 11:29:12,publisher_update,test_group,Denmark,macbook pro,3.0
12007.0,2014-06-07 17:48:26,publisher_update,test_group,Japan,macbook pro,1.0
3821.0,2014-06-03 14:32:43,publisher_update,test_group,France,mac mini,1.0
12014.0,2014-06-07 15:00:05,publisher_update,control_group,Australia,macbook pro,3.0
12925.0,2014-06-12 15:51:26,publisher_update,control_group,Venezuela,macbook pro,3.0
12023.0,2014-06-03 09:31:51,publisher_update,test_group,Belgium,nexus 5,2.0
12029.0,2014-06-24 09:31:25,publisher_update,test_group,United Arab Emirates,macbook pro,2.0
12033.0,2014-06-03 14:14:02,publisher_update,test_group,United States,lenovo thinkpad,1.0
12034.0,2014-06-05 18:20:20,publisher_update,test_group,Canada,dell inspiron desktop,1.0
3847.0,2014-06-16 09:31:36,publisher_update,test_group,Japan,iphone 4s,3.0
12040.0,2014-06-17 09:31:37,publisher_update,test_group,United States,macbook pro,3.0
3853.0,2014-06-23 09:31:10,publisher_update,test_group,United States,lenovo thinkpad,2.0
3856.0,2014-06-03 08:56:33,publisher_update,control_group,Germany,ipad air,3.0
12050.0,2014-06-17 09:31:27,publisher_update,control_group,Mexico,iphone 4s,1.0
3860.0,2014-06-30 09:31:34,publisher_update,test_group,Malaysia,lenovo thinkpad,1.0
12053.0,2014-06-03 08:36:03,publisher_update,control_group,Russia,htc one,2.0
12054.0,2014-06-03 19:09:55,publisher_update,control_group,United States,nokia lumia 635,2.0
3873.0,2014-06-04 15:23:13,publisher_update,control_group,Korea,iphone 4s,2.0
3878.0,2014-06-17 09:31:48,publisher_update,control_group,United States,nexus 5,2.0
3880.0,2014-06-24 09:31:41,publisher_update,control_group,Germany,hp pavilion desktop,3.0
3882.0,2014-06-17 09:31:23,publisher_update,test_group,Korea,dell inspiron desktop,1.0
3884.0,2014-06-07 03:58:54,publisher_update,test_group,United States,samsung galaxy s4,1.0
12079.0,2014-06-04 13:39:26,publisher_update,control_group,United States,lenovo thinkpad,3.0
12081.0,2014-06-18 09:31:16,publisher_update,test_group,Norway,acer aspire notebook,1.0
3894.0,2014-06-10 09:31:31,publisher_update,test_group,United States,iphone 5,2.0
3900.0,2014-06-11 09:31:25,publisher_update,test_group,Italy,lenovo thinkpad,3.0
3901.0,2014-06-07 12:15:05,publisher_update,test_group,Germany,macbook pro,1.0
3909.0,2014-06-03 19:12:38,publisher_update,control_group,Japan,lenovo thinkpad,2.0
12113.0,2014-06-04 09:31:28,publisher_update,test_group,Germany,lenovo thinkpad,3.0
12119.0,2014-06-03 13:44:08,publisher_update,test_group,United States,mac mini,3.0
12122.0,2014-06-05 09:31:16,publisher_update,control_group,United Kingdom,hp pavilion desktop,3.0
3931.0,2014-06-12 09:31:21,publisher_update,test_group,Japan,iphone 4s,1.0
12127.0,2014-06-03 13:19:59,publisher_update,control_group,Italy,macbook pro,3.0
3948.0,2014-06-03 13:05:34,publisher_update,test_group,United Kingdom,macbook pro,1.0
12144.0,2014-06-03 13:36:55,publisher_update,test_group,Thailand,samsung galaxy s4,1.0
12149.0,2014-06-05 09:31:21,publisher_update,control_group,Hong Kong,macbook pro,3.0
12152.0,2014-06-05 09:31:54,publisher_update,test_group,Germany,macbook pro,2.0
12153.0,2014-06-19 09:31:27,publisher_update,test_group,Korea,dell inspiron notebook,1.0
3966.0,2014-06-13 09:31:42,publisher_update,control_group,India,ipad mini,3.0
12161.0,2014-06-05 09:31:34,publisher_update,test_group,Saudi Arabia,iphone 5,2.0
3970.0,2014-06-03 10:04:47,publisher_update,control_group,United States,samsung galaxy note,1.0
3971.0,2014-06-03 19:31:56,publisher_update,control_group,Sweden,macbook pro,1.0
12164.0,2014-06-04 15:05:03,publisher_update,control_group,Indonesia,acer aspire notebook,1.0
3973.0,2014-06-06 09:31:14,publisher_update,control_group,Pakistan,samsung galaxy s4,1.0
12170.0,2014-06-02 15:50:22,publisher_update,test_group,United States,hp pavilion desktop,1.0
3979.0,2014-06-06 09:31:31,publisher_update,control_group,Malaysia,samsung galaxy s4,3.0
12178.0,2014-06-06 15:35:25,publisher_update,test_group,United States,macbook air,3.0
3988.0,2014-06-30 09:31:19,publisher_update,control_group,Japan,dell inspiron desktop,3.0
12181.0,2014-06-12 09:31:18,publisher_update,control_group,United States,amazon fire phone,2.0
12185.0,2014-06-19 09:31:11,publisher_update,test_group,Russia,iphone 5,1.0
9953.0,2014-06-06 09:31:21,publisher_update,control_group,United States,dell inspiron notebook,2.0
4002.0,2014-06-23 09:31:17,publisher_update,test_group,Belgium,dell inspiron notebook,1.0
4011.0,2014-06-16 09:31:43,publisher_update,control_group,Netherlands,nokia lumia 635,2.0
12205.0,2014-06-27 09:31:45,publisher_update,test_group,Russia,dell inspiron desktop,1.0
12212.0,2014-06-06 09:31:32,publisher_update,control_group,Poland,macbook pro,3.0
12221.0,2014-06-27 09:31:38,publisher_update,control_group,United States,iphone 5,3.0
4032.0,2014-06-23 09:31:07,publisher_update,test_group,United States,nexus 5,1.0
4037.0,2014-06-02 09:31:40,publisher_update,test_group,Ireland,macbook pro,1.0
4038.0,2014-06-23 09:31:11,publisher_update,test_group,United States,nexus 10,1.0
4043.0,2014-06-03 09:31:21,publisher_update,test_group,United Kingdom,hp pavilion desktop,1.0
12237.0,2014-06-13 09:31:20,publisher_update,control_group,United States,lenovo thinkpad,3.0
12241.0,2014-06-04 16:54:18,publisher_update,control_group,United Kingdom,dell inspiron notebook,2.0
12243.0,2014-06-13 09:31:33,publisher_update,control_group,Korea,iphone 4s,3.0
4052.0,2014-06-02 10:38:55,publisher_update,control_group,Saudi Arabia,iphone 4s,3.0
12246.0,2014-06-20 09:31:35,publisher_update,test_group,Germany,macbook air,2.0
12248.0,2014-06-06 09:31:40,publisher_update,test_group,United States,dell inspiron notebook,1.0
12249.0,2014-06-02 12:27:13,publisher_update,test_group,Russia,macbook air,1.0
4058.0,2014-06-17 09:31:34,publisher_update,control_group,United Kingdom,windows surface,3.0
12251.0,2014-06-04 10:16:19,publisher_update,control_group,United States,lenovo thinkpad,2.0
12263.0,2014-06-06 21:19:52,publisher_update,test_group,Canada,lenovo thinkpad,1.0
4077.0,2014-06-03 14:35:53,publisher_update,control_group,Germany,macbook pro,3.0
4092.0,2014-06-11 09:31:14,publisher_update,control_group,United States,nexus 5,3.0
12292.0,2014-06-03 17:32:45,publisher_update,test_group,Spain,iphone 5,2.0
4103.0,2014-06-05 09:31:18,publisher_update,control_group,United Kingdom,ipad air,3.0
8876.0,2014-06-30 09:31:29,publisher_update,test_group,United States,samsung galaxy note,3.0
4108.0,2014-06-05 09:31:33,publisher_update,test_group,United States,macbook pro,1.0
12301.0,2014-06-12 09:56:44,publisher_update,test_group,Japan,macbook air,3.0
4115.0,2014-06-12 09:31:27,publisher_update,test_group,United States,macbook pro,3.0
12310.0,2014-06-05 11:07:42,publisher_update,control_group,Russia,macbook pro,3.0
4119.0,2014-06-02 10:09:00,publisher_update,test_group,Mexico,macbook pro,1.0
4121.0,2014-06-19 09:31:23,publisher_update,control_group,Australia,macbook air,2.0
4126.0,2014-06-27 09:31:16,publisher_update,test_group,Brazil,dell inspiron notebook,2.0
12323.0,2014-06-03 07:11:21,publisher_update,test_group,India,dell inspiron notebook,1.0
